sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
83,555.8173822,-499.619949,-500,-0.380051012,0.144438772,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853
84,1022.145046,420.2655057,500,79.73449435,6357.589589,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381
85,715.9083364,-132.2583494,-456.9385932,-324.6802439,105417.2608,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846
86,803.7904582,497.4373186,500,2.562681352,6.567335712,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296
87,394.6173625,-487.9713916,-500,-12.02860843,144.6874208,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653
88,745.1110604,226.6700746,73.80111616,-152.8689585,23368.91847,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972
89,570.8287497,153.7132783,390.3460523,236.632774,55995.06973,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389
90,393.1375136,-90.09405509,203.3026459,293.3967009,86081.6241,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508
91,415.925413,9.173200943,227.2899085,218.1167075,47574.89809,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096
92,374.8640048,54.39261386,-0.143152815,-54.53576667,2974.149846,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532
93,295.5325612,-336.9139653,-500,-163.0860347,26597.05471,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379
94,540.0698153,-473.3241475,-500,-26.67585247,711.601105,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758
95,927.5236836,-497.2045261,-500,-2.795473923,7.814674454,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505
96,1347.93177,126.2892184,-475.8612948,-602.1505132,362585.2405,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817
97,1265.162224,404.2052918,500,95.79470819,9176.626117,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723
98,905.9896796,406.9186983,243.1470311,-163.7716672,26821.15898,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886
99,526.1738172,31.81593932,343.3408602,311.5249208,97047.77628,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098
100,468.2644139,-103.8142234,-217.6164064,-113.802183,12950.93686,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919
101,553.2758543,152.5260519,-500,-652.5260519,425790.2484,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847
102,427.7293717,-326.6404278,-500,-173.3595722,30053.54127,0.759472409,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247
103,694.5982973,393.741934,-479.3702133,-873.1121474,762324.8219,-0.091051622,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207
104,398.2346211,-79.12368907,208.6680222,287.7917113,82824.06909,-0.247521853,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155
105,444.6902439,-357.1685332,-500,-142.8314668,20400.82791,0.809034381,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559
106,763.2148209,-499.3075503,-500,-0.692449725,0.479486622,0.117875846,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217
107,1226.304322,464.8460615,500,35.15393853,1235.799394,0.410388296,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083
108,890.0232794,-347.0039543,-500,-152.9960457,23407.79,0.374545653,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191
109,1163.917879,456.8699051,500,43.13009487,1860.205083,-0.419292972,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022
110,809.0592985,393.3156702,141.1150511,-252.2006191,63605.15227,1.028392389,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494
111,440.6856736,-489.5330856,-500,-10.46691436,109.5562962,0.78532508,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651
112,796.4480279,415.5080816,500,84.4919184,7138.884275,0.165778096,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332
113,459.3534409,20.11876942,273.003622,252.8848526,63950.74867,0.410998532,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187
114,375.2351202,-326.8023153,-499.752505,-172.9501897,29911.76812,0.14076379,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499
115,604.6374763,381.0159793,425.9341855,44.91820625,2017.645253,-0.283662758,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864
116,281.7677648,-151.8335649,-500,-348.1664351,121219.8665,0.010178505,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793
117,348.3004103,-498.3293161,-500,-1.670683867,2.791184583,0.194616817,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233
118,740.9762748,-498.8593731,-500,-1.140626934,1.301029803,0.481320723,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946
119,1161.583307,-293.7861627,-487.8070457,-194.020883,37644.10304,0.315704886,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728
120,1418.767411,487.4840254,500,12.51597464,156.6496212,0.053806098,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708
121,1019.091515,437.0716999,362.2015952,-74.87010465,5605.53257,0.569917919,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901
122,607.7093958,-291.9385829,-500,-208.0614171,43289.55329,-0.274286847,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561
123,811.7483083,422.225121,500,77.77487903,6048.931808,0.352158247,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486
124,469.7433411,-480.164722,-500,-19.83527803,393.4382545,0.489874207,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521
125,826.5034959,426.6193736,159.4773641,-267.1420095,71364.85324,-0.061806155,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711
126,490.8457218,301.5760572,306.1533913,4.577334169,20.95198809,-0.666247559,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281
127,212.3230421,-155.5645617,-500,-344.4354383,118635.7712,-0.322519217,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236
128,339.2986929,-418.3763294,-500,-81.62367064,6662.423609,0.1248083,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482
129,715.9502742,-458.4340016,-500,-41.56599842,1727.732225,0.236135191,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705
130,1148.291343,-229.3648285,-186.0091123,43.35571628,1879.718134,0.639285022,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395
131,1384.322573,454.3523454,500,45.64765457,2083.708368,-0.379668494,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939
132,1034.409081,493.5344075,500,6.465592541,41.80388691,0.025817651,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535
133,598.7044957,-496.0264037,-500,-3.973596321,15.78946772,0.294521332,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495
134,976.5584561,-256.5862923,-366.7805726,-110.1942803,12142.77941,-0.008078187,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992
135,1220.457889,384.5544832,500,115.4455168,13327.66735,-0.872881499,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988
136,899.7856449,-253.4200573,-447.594058,-194.1740007,37703.54255,0.417585864,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107
137,1053.717824,-494.1616612,-500,-5.838338763,34.08619951,1.034901793,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961
138,1438.777262,360.5283471,303.9760649,-56.55228215,3198.160616,0.491724233,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961,-0.059073031
139,1141.25135,488.9162271,500,11.08377286,122.8500208,-0.296974946,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961,-0.059073031,0.410071115
140,684.9161585,383.8349273,500,116.1650727,13494.32412,-0.109956728,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961,-0.059073031,0.410071115,0.142931433
141,311.7887708,-490.0419038,-500,-9.958096189,99.16367971,0.133728708,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961,-0.059073031,0.410071115,0.142931433,-0.043122524
142,665.6054351,-499.9726383,-500,-0.027361669,0.000748661,1.03061901,0.278957561,0.075459486,0.650998521,-0.002680711,0.779544281,-0.22900236,-0.134925482,0.338347705,0.609744395,0.291567939,0.145636535,-0.708651495,-0.263142992,-0.219253988,-0.178445107,0.289575961,-0.059073031,0.410071115,0.142931433,-0.043122524,0.117261506
